,mes,nom_mes,any,regio_policial,area_basica_policial,titol_codi_penal,tipus_de_fet,coneguts,resolts,detencions,id
27401,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,41,17,9,219813
27402,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,27,0,0,219814
27403,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,7,5,1,219815
27404,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,4,3,0,219816
27405,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra l'Administració de justícia,Trencament de condemna,3,3,2,219817
27406,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",5,6,5,219818
27407,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra l'ordre públic,Desordres públics,1,1,1,219819
27408,5,maig,2021,Terres de l'Ebre,Baix Ebre,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,0,0,219820
27409,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat,Amenaces,23,19,7,219821
27410,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat,Coaccions,5,6,0,219822
27411,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat,Detenció il·legal,1,1,1,219823
27412,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,2,2,0,219824
27413,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,1,219825
27414,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Abandonament lloc accident,2,2,0,219826
27415,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Conducció temerària,2,2,1,219827
27416,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Conduir sense permís,6,6,0,219828
27417,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,12,12,1,219829
27418,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,219830
27419,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra la seguretat viària,Originar un greu risc per la circulació,1,0,0,219831
27420,5,maig,2021,Terres de l'Ebre,Baix Ebre,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,0,0,219832
27421,5,maig,2021,Terres de l'Ebre,Baix Ebre,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,4,219833
27422,5,maig,2021,Terres de l'Ebre,Baix Ebre,Dels delictes contra la seguretat col·lectiva,Incendi,1,1,1,219834
27423,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,De les falsedats,Falsedats documentals,0,1,0,219835
27424,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,De les falsedats,Usurpació de funcions públiques i intrusisme,0,1,0,219836
27425,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,De les lesions,Lesions,6,6,2,219837
27426,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,0,0,219838
27427,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,11,2,3,219839
27428,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,12,1,0,219840
27429,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,17,3,0,219841
27430,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,17,1,2,219842
27431,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,1,0,0,219843
27432,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,1,4,219844
27433,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,0,1,0,219845
27434,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,1,1,1,219846
27435,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra la llibertat,Amenaces,7,4,1,219847
27436,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,1,219848
27437,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra la seguretat viària,Conduir sense permís,2,2,1,219849
27438,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,2,2,0,219850
27439,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,1,0,219851
27440,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,0,1,1,219852
27441,5,maig,2021,Terres de l'Ebre,Terra Alta - Ribera d'Ebre,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",1,1,0,219853
27442,5,maig,2021,Terres de l'Ebre,Montsià,De les falsedats,De la usurpació de l'estat civil,1,0,0,219854
27443,5,maig,2021,Terres de l'Ebre,Montsià,De les falsedats,Falsedats documentals,1,1,0,219855
27444,5,maig,2021,Terres de l'Ebre,Montsià,De les lesions,Lesions,25,24,6,219856
27445,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,3,2,0,219857
27446,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,39,4,1,219858
27447,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,0,219859
27448,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,28,10,0,219860
27449,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,45,8,0,219861
27450,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,5,7,0,219862
27451,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,34,6,12,219863
27452,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,19,1,1,219864
27453,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,5,2,9,219865
27454,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,3,0,0,219866
27455,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra l'Administració de justícia,Trencament de condemna,4,3,0,219867
27456,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra l'Administració pública,Suborn,0,0,1,219868
27457,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",5,5,5,219869
27458,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra l'ordre públic,Desordres públics,0,1,0,219870
27459,5,maig,2021,Terres de l'Ebre,Montsià,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,1,0,219871
27460,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la llibertat,Amenaces,22,21,2,219872
27461,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la llibertat,Coaccions,3,3,1,219873
27462,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la llibertat,Detenció il·legal,1,1,1,219874
27463,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,0,0,219875
27464,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la seguretat viària,Conduir sense permís,9,8,0,219876
27465,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,6,7,0,219877
27466,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,1,0,219878
27467,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la seguretat viària,Originar un greu risc per la circulació,1,1,0,219879
27468,5,maig,2021,Terres de l'Ebre,Montsià,Delictes contra la seguretat viària,Velocitat penalment punible,1,1,0,219880
27469,5,maig,2021,Terres de l'Ebre,Montsià,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,2,1,219881
27470,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les falsedats,De la usurpació de l'estat civil,1,1,0,219882
27471,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les falsedats,Falsedats documentals,6,4,4,219883
27472,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les falsedats,Falsificació de moneda i efectes timbrats,3,0,0,219884
27473,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les falsedats,Usurpació de funcions públiques i intrusisme,3,2,0,219885
27474,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les lesions,Lesions,74,67,16,219886
27475,5,maig,2021,Girona,Gironès - Pla de l'Estany,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,4,6,0,219887
27476,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,7,5,0,219888
27477,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,121,19,1,219889
27478,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,10,16,0,219890
27479,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,176,27,0,219891
27480,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,342,75,8,219892
27481,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,31,25,0,219893
27482,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,4,1,1,219894
27483,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,88,10,3,219895
27484,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,69,7,5,219896
27485,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,34,16,16,219897
27486,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,17,8,0,219898
27487,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,3,3,0,219899
27488,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra l'Administració de justícia,Trencament de condemna,5,5,2,219900
27489,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra l'Administració pública,Suborn,0,1,62,219901
27490,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",17,17,17,219902
27491,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra l'ordre públic,Organitzacions i grups criminals,1,1,2,219903
27492,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra la llibertat,Amenaces,37,30,8,219904
27493,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra la llibertat,Coaccions,10,9,0,219905
27494,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,4,2,2,219906
27495,5,maig,2021,Girona,Gironès - Pla de l'Estany,Delictes contra la seguretat viària,Conducció temerària,3,4,1,219907
